mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1
0.36687281131744387,0.09150169476478975,0.054245829582214355,0.025167402664588296,{},0.595030737704918,0.5607069672131147,0.6033820138355112,0.5913399948757366,0.5977453241096592,0.5749423520368947,0.603894440174225,0.5864719446579554,0.6005636689725852,0.5972328977709455,0.5911310341351544,0.013067528276015374,1,0.36382799325463744,0.3458498023715415,0.3678309616213885,0.36318407960199006,0.36787349146899706,0.35294117647058826,0.37132043734230447,0.3576214405360134,0.36853176272612537,0.36652719665271966,0.3625508342046305,0.007630860844944055,1,0.9229946524064171,0.9358288770053476,0.9122994652406418,0.9368983957219251,0.9454545454545454,0.9314775160599572,0.9453961456102784,0.9143468950749465,0.9379014989293362,0.9379014989293362,0.9320499490432731,0.01117979865013686,1,0.5219231932264893,0.5050505050505051,0.5242778119237861,0.523453839259038,0.5296584781306172,0.5119152691968226,0.5332125603864735,0.5141481035520771,0.5291452733313199,0.5270758122743683,0.5219860846331497,0.008480200998933582,1
